film,year_film,decade_film,year_ceremony,oscars_won,adult,backdrop_path,id_tmdb,original_language,original_title,overview,popularity,poster_path,release_date,video,vote_average,vote_count,genres_ids,genres
Sally,1930,1930,1931,0,FALSE,/1f9Jg3GP8rXmzvtgQPwtIDBQviY.jpg,134914,en,Sally,"Sally is an orphan who was named by the telephone exchange where she was abandoned as a baby. In the orphanage, she discovered the joy of dancing. Working as a waitress, she serves Blair (Alexander Gray), and they both fall for each other, but Blair is engaged to socialite Marcia. Sally is hired to impersonate a famous Russian dancer named Noskerova, but at that engagement, she is found to be a phoney. Undaunted, she proceeds with her life and has a show on Broadway, but she still thinks of Blair.",0.213,/aEBiuICYvpXqEWNq2eSRBU8PELi.jpg,1930-01-12,FALSE,6.8,6,10402,Music
Sarah and Son,1930,1930,1931,0,FALSE,/6uQzbWwNkUYuEvsVukJ82HXcBH6.jpg,104216,en,Sarah and Son,"A ne'er-do-well husband, after years of abusing his wife, disappears with their son, and winds up selling him to a wealthy family. Years later, the wife, now a world-famous opera singer, finally has enough time and money to begin a search for him.",0.389,/h2t22VvdVQlPxVhnEWjqoEDSyiZ.jpg,1930-03-14,FALSE,5.182,11,18,Drama
Song of the Flame,1930,1930,1931,0,FALSE,/6TOCzEyzpMcIaZ4QktGrxwrHBfm.jpg,173713,en,The Song of the Flame,"This was a screen version of the 1925 operetta by Oscar Hammerstein II, Otto Harbach, Herbert Stohart, and George Gershwin. The story of the movie is about a peasant who is known as ""The Flame"" who leads a revolution in Russia. This peasant who is in love with a Russian prince saves his life by agreeing to sacrifice her virginity to an evil fellow-conspirator. This was an all Technicolor musical which was had a sequence in Vitascope (a Warner Brother's wide screen process)",0.062,/74gEG3pUtIr8bveMZQCkmthz73V.jpg,1930-05-24,FALSE,5,1,10402,Music
Street of Chance,1930,1930,1931,0,FALSE,/vNPJHbfapU4RWV8F18qP0PEBPi4.jpg,169326,en,Street of Chance,"'Natural' Davis (William Powell) is a respected gambler who follows a ruthless code of honor with those who cheat against him. His wife, Alma (Kay Francis), wants to divorce him because of his addiction and lifestyle, but they agree on a reconciliation and second honeymoon together and 'Natural' promises to give up gambling. However, his plans change when his brother, 'Babe' (Regis Toomey), arrives in town looking to score big, and 'Natural' has to devise a plan quickly to put him off gambling forever.",0.284,/eqwX0TpA6aYQy9DMNSAhvrXiqUH.jpg,1930-02-08,FALSE,6.6,8,"80, 18","Crime, Drama"
Swing High,1930,1930,1933,0,FALSE,/wxEBRI6TpREio3cQowbSzeSA0e0.jpg,292202,en,Swing High,"To avoid hostilities, Maryan, the ward of Doc May, a medicine show owner, induces Pop Garner, a circus owner, to join forces with her guardian. Doc May and Daphne, his wife, work as clowns; and Garry, a singing soldier of fortune, sings along with Maryan's act. Ruth, Maryan's partner, quits to get married; and Joe, who is jealous of Garry, replaces her with Trixie, his former assistant. When Garry announces his engagement to Maryan, Trixie persuades him to join a strip poker game in a drunken state and ""compromises"" him in the presence of his fiancée. Grief-stricken, Maryan falls during her act, and Garry, robbed of circus funds, is arrested. In spite of her injuries, Maryan, learning of Trixie's treachery, performs the act with her and forces a confession by threatening to drop her; Garry is released and is welcomed back to the show.",0.072,/AiY5d7xcFhkoU2fWwPyDngalJ0I.jpg,1930-05-18,FALSE,6.5,2,"10402, 18","Music, Drama"
The Big House,1930,1930,1931,2,FALSE,/4lRe6MUBc6NW3HRxLYjtEnwdju5.jpg,47250,en,The Big House,"Convicted of manslaughter for a drunken driving accident, Kent Marlowe is sent to prison, where he meets vicious incarcerated figures who are planning an escape from the brutal conditions.",1.484,/qVf7Dpgx0sdDkZEn4CwTYethoMp.jpg,1930-06-14,FALSE,6.667,42,"80, 18","Crime, Drama"
The Big Pond,1930,1930,1931,0,FALSE,/74g3juoGi7pJKJiQsunTQLG7VUp.jpg,111754,en,The Big Pond,A singing Frenchman meets an American heiress and gets a job at her father's chewing-gum factory.,0.319,/sJmgEdOfAXOP5uTerGQSdhUQ2zW.jpg,1930-05-03,FALSE,5.8,9,"10749, 35","Romance, Comedy"
The Case of Sergeant Grischa,1930,1930,1931,0,FALSE,/cEASgQOXXVJVRSG9n7Z9CEvkcu6.jpg,173715,en,The Case of Sergeant Grischa,"This film earned an Oscar nomination for Sound Recording. It is the only film nominated in this category that is among the lost. No negative or print material is known to have survived. Contemporary reviews were scathing, describing the film as a vastly overlong and boring talk-fest.",0.085,/3UuKtXEY3WTGiBYzFAM4GM5fbGE.jpg,1930-02-23,FALSE,6.5,2,18,Drama
The Dawn Patrol,1930,1930,1931,1,FALSE,/1n6OeLYXzDZ5TnuyWj9ysatBDyv.jpg,81847,en,The Dawn Patrol,"World War I ace Dick Courtney derides the leadership of his superior officer, but he soon is promoted to squadron commander and learns harsh lessons about sending subordinates to their deaths.",0.919,/rJQIJGOx1EMkPt0vkRGpEUuXvSw.jpg,1930-07-10,FALSE,6.654,26,"10752, 18, 28","War, Drama, Action"
The Devil's Holiday,1930,1930,1931,0,FALSE,/2kzcvsfDJnkb0JwOjAzNNrKmd5W.jpg,104215,en,The Devil's Holiday,"Beautiful manicurist Hallie Hobart sets her sights on handsome David Stone, the son of wealthy wheat farmer Ezra Stone. Professing to hate men, Hallie is only interested in luring David in for a lucrative business deal. David easily falls in love, but older brother Mark brands Hallie a gold-digger. To get even with the straight-laced Stone family, Hallie accepts David's marriage proposal.",0.284,/bWTTulF8nwzY87MY7vNGwJAZ5ya.jpg,1930-05-09,FALSE,6.4,8,"18, 10749","Drama, Romance"
The Divorcee,1930,1930,1931,1,FALSE,/d56eqsCmBCGQZebPjIeAL9ZHXWu.jpg,80708,en,The Divorcee,"When a woman discovers that her husband has been unfaithful, she decides to pay him back in kind.",1.731,/zzu6IW9ilkUt6L4DL9SoNnwtAfy.jpg,1930-04-19,FALSE,6.3,49,"18, 10749","Drama, Romance"
The Doorway to Hell,1930,1930,1931,0,FALSE,/Ac6WZRfp3NnJD0QsqkgfEXDs4qW.jpg,26699,en,The Doorway to Hell,"A vicious crime lord decides that he has had enough and much to the shock of his colleagues decides to give the business to his second in command and retire to Florida after marrying his moll. Unfortunately, he has no idea that she and the man are lovers.",0.743,/jZgIKq8CHrcy17Mdb4VMGMQNV3a.jpg,1930-10-18,FALSE,6.3,21,"80, 18","Crime, Drama"
The Green Goddess,1930,1930,1931,0,FALSE,/cKfPbSBxKiT07w8GPiyGFL3Ygly.jpg,113430,en,The Green Goddess,An airplane carrying three Brits crash lands in the kingdom of Rukh. The Rajah holds them prisoner because the British are about to execute his three half-brothers in neighboring India.,0.425,/dcZyoGfqyJLh7Kfb3JrEu6sWoMn.jpg,1930-02-13,FALSE,4.5,12,12,Adventure
The Love Parade,1930,1930,1931,0,FALSE,/iu55XOBLoKKjFBRFTPTZizKn0jp.jpg,51759,en,The Love Parade,"The queen of mythical Sylvania marries a courtier, who finds his new life unsatisfying.",1.166,/pWAoFnPsH4gYiFGqLwzicyMazdh.jpg,1930-01-18,FALSE,6.7,33,"35, 10749","Comedy, Romance"
The Right to Love,1930,1930,1931,0,FALSE,/tJPLNOa3W45reECRkA0nVluL5Ah.jpg,173746,en,The Right to Love,A woman becomes estranged from her daughter when the girl learns that she is illegitimate.,0.072,/1hDxkqS8tlvMqBIiRKccX1A06n8.jpg,1930-12-27,FALSE,5.5,2,18,Drama
The Rogue Song,1930,1930,1931,0,FALSE,/wuRPaOHbiQWfshOMKe33QqRq95J.jpg,114063,en,The Rogue Song,"In czarist Russia, a princess falls for a dashing bandit leader, but their romance proves a stormy one.",0.142,/A2jTtyKeRyL4GoaIBJPijXBxaod.jpg,1930-01-17,FALSE,5.5,4,"10402, 10749","Music, Romance"
The Royal Family of Broadway,1930,1930,1931,0,FALSE,/29NxgDZk1wbrniCM7o0ebKaWKkF.jpg,104209,en,The Royal Family of Broadway,"Julie Cavendish comes from a family of great Broadway actors. Her mother Fanny staunchly continues acting. Her boisterous brother Tony is fleeing a breach of promise suit in Hollywood. Her daughter Gwen must decide between going on stage, or settling down in a conventional marriage. Julie is just thinking that it would be nice to retire and get married, when who should turn up but her old beau, Gilmore Marshal, the platinum magnate from South America.",0.39,/9pQK0meFVbnuH39PDl99CG1ozDD.jpg,1930-12-22,FALSE,5.7,11,35,Comedy
The Vagabond King,1930,1930,1931,0,FALSE,/bQWvvFt4vZSQdUb6YyzSkjAom0s.jpg,173668,en,The Vagabond King,"The story takes place in medieval France. Poet-rogue Francois Villon, sentenced to hang by King Louis XI for writing derogatory verses about him, is offered a temporary reprieve. His hanging will be postponed for 24 hours, and in that time he must defeat the invading Burgundians and win the love of the beautiful Katherine.",0.25,/hVyDecnVeltUh8R32zipZevjs3h.jpg,1930-02-17,FALSE,5.4,7,"10402, 10749","Music, Romance"
Whoopee!,1930,1930,1931,0,FALSE,/mZk2fz2Wok6EsESjXbNW8NDXxP0.jpg,108224,en,Whoopee!,"Western sheriff Bob Wells is preparing to marry Sally Morgan; she loves part-Indian Wanenis, whose race is an obstacle. Sally flees the wedding with hypochondriac Henry Williams, who thinks he's just giving her a ride; but she left a note saying they've eloped! Chasing them are jilted Bob, Henry's nurse Mary (who's been trying to seduce him) and others.",0.46,/jVggH7wheJahCoQWUzt1CA2KGVN.jpg,1930-10-05,FALSE,6.5,13,"10402, 35, 37","Music, Comedy, Western"
With Byrd at the South Pole,1930,1930,1931,1,FALSE,/xyeDoHPhOgnzIdDofeg44CMiHsf.jpg,101383,en,With Byrd at the South Pole,"With Byrd at the South Pole (1930) is a documentary film about Rear Admiral Richard E. Byrd and his 1st quest to the South Pole beginning at the Little America-Exploration Base. The film's soundtrack consists mostly of music and sound effects, with narration read by Floyd Gibbons. The film won at the 3rd Academy Awards for Best Cinematography.",0.566,/2PZHvCe8b0uvIixnhXL6pst9wfc.jpg,1930-06-19,FALSE,6.4,16,99,Documentary
A Free Soul,1931,1930,1931,1,FALSE,/1cnOaObW5D0x1v3zJVzenQy0iYG.jpg,50600,en,A Free Soul,An alcoholic lawyer who successfully defended a notorious gambler on a murder charge objects when his free-spirited daughter becomes romantically involved with him.,1.484,/A1mXqIz27GtoJfLCMQvkf6FBYbu.jpg,1931-06-02,FALSE,6.1,42,"18, 10749","Drama, Romance"
Arrowsmith,1931,1930,1933,0,FALSE,/blUOUJwd6NpCgOIbofFukQKcBO4.jpg,84298,en,Arrowsmith,"A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine.",0.919,/urUy4jYuRs53WSmE0t0BivUSQjC.jpg,1931-12-07,FALSE,6.5,26,18,Drama
Bad Girl,1931,1930,1933,2,FALSE,/a2M2cG9pwZmFkGlyAAseHTGuxWQ.jpg,84299,en,Bad Girl,"A man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage.",1.095,/kUwfDGMbTdb3Foc8p0cG7urBQBW.jpg,1931-08-13,FALSE,5.9,31,"10749, 18","Romance, Drama"
Cimarron,1931,1930,1931,3,FALSE,/mgo2XCKPHzZINzcm0YFjSUGpPIr.jpg,42861,en,Cimarron,"When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.",3.531,/cqvfhi9s1VsTgXcV1B7vX0Cb1qA.jpg,1931-01-26,FALSE,5.6,129,"18, 37, 36","Drama, Western, History"
Dr. Jekyll and Mr. Hyde,1931,1930,1933,1,FALSE,/i2Wb6QsKg14tl4p9HgJENfUCqhh.jpg,3019,en,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two, man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug, it is already too late.",3.531,/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg,1931-12-24,FALSE,7.3,294,"27, 878, 18","Horror, Science Fiction, Drama"
East Lynne,1931,1930,1931,0,FALSE,/hMwgjy7P1cgSzBiiIuXqbs1WQM5.jpg,84277,en,East Lynne,"The refined Lady Isabel Carlisle, after leaving her family and enduring nearly a decade of hardships, learns that her son has fallen ill. Despite being nearly blinded as the result of an explosion, she returns home to see her son again.",0.46,/jYsmWJ3Y9kwMFIYiSSGOlqTQ3Ah.jpg,1931-03-01,FALSE,6.3,13,18,Drama
Five Star Final,1931,1930,1933,0,FALSE,/sy5ABckvrfsMvAd1AGeWMHJH9yj.jpg,42669,en,Five Star Final,"Searching for headlines at any cost, an unscrupulous newspaper owner forces his editor to print a serial based on a past murder, tormenting a woman involved.",1.378,/1DZF4buRoDNsnAtkQZd8fIYVCCV.jpg,1931-09-26,FALSE,6.7,39,"80, 18","Crime, Drama"
Grand Hotel,1931,1930,1933,1,FALSE,NA,80909,de,Eine Nacht im Grandhotel,"Fritz is in love with artist Glay, who stays at the Grand Hotel. In spite of not having any money he gets to know her, invites her to supper and after dancing a tango even hires the royal suite. How will he get out of this is a mystery even to himself.",0.037,NA,1931-12-08,FALSE,5.5,1,18,Drama
Little Caesar,1931,1930,1931,0,FALSE,/8i8Epd76HEX5ZAqbG1QboRFiiJm.jpg,27899,en,Little Caesar,"A small-time hood shoots his way to the top, but how long can he stay there?",3.531,/1K3Q1tAHHA5Sdtja2pPALBQevA7.jpg,1931-01-25,FALSE,6.9,268,"18, 80","Drama, Crime"
Mickey's Orphans,1931,1930,1933,0,FALSE,/akgwgY79G3zC5wqhzwldBdP5ARl.jpg,134360,en,Mickey's Orphans,"At Christmas time, Mickey Mouse, Minnie and Pluto are beset by an enormous litter of bratty orphan cats.",1.342,/eSLKPBVg7UFgUAYnpjIutXGgxnT.jpg,1931-12-09,FALSE,5.9,38,"16, 35","Animation, Comedy"
Scratch-As-Catch-Can,1931,1930,1933,0,FALSE,NA,173861,en,Scratch-As-Catch-Can,Scratch-As-Catch-Can is a 1932 American short comedy film directed by Mark Sandrich. It was nominated for an Academy Award at the 5th Academy Awards for Best Short Subject (Comedy).,0.143,/vITWW591eu4ZzBpZB3laTmbypMH.jpg,1931-11-06,FALSE,5,4,35,Comedy
Skippy,1931,1930,1931,1,FALSE,/sIvN2OqvTyHjlIYlFt4ads4Kage.jpg,84295,en,Skippy,"Skippy, the mischievous son of a wealthy doctor, meets Sooky in poverty-ridden Shantytown, and together they try to save Sooky's pet from a cruel dogcatcher.",0.742,/oHDzVqjOk7UNjqd0xOtoRp5UDby.jpg,1931-04-25,FALSE,6,21,"18, 10751, 35","Drama, Family, Comedy"
Smart Money,1931,1930,1931,0,FALSE,/73b4nTlC7DtqGAAG6W8bk3uNL6J.jpg,17966,en,Smart Money,Two brothers' trip to the big city to do a little gambling results in a fateful turn of events.,0.919,/2KnQNZSnle6xxAF1K846byLZ63J.jpg,1931-06-11,FALSE,6.9,26,"80, 18","Crime, Drama"
Stout Hearts and Willing Hands,1931,1930,1933,0,FALSE,NA,233374,en,Stout Hearts and Willing Hands,"Stout Hearts and Willing Hands is a 1931 short comedy film directed by Bryan Foy. It was nominated for an Academy Award in 1932 for Best Short Subject (Comedy), but was disqualified.",0.044,NA,1931-06-15,FALSE,6,1,35,Comedy
Svengali,1931,1930,1931,0,FALSE,/u7UdRx0M5enU4J0OJ5c4yn11EuW.jpg,45803,en,Svengali,A music maestro uses hypnotism on a young model he meets in Paris to make her both his muse and wife.,1.66,/jLE87vAc9bqytSZAfU76MmnQdMh.jpg,1931-05-22,FALSE,6.1,47,"18, 27, 10749","Drama, Horror, Romance"
Tabu,1931,1930,1931,1,FALSE,/jLtiBuYhQoqAEACLyyhO3mo4JHx.jpg,977,en,Tabu: A Story of the South Seas,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",3.531,/c4zfawkB8Jsp5lhWl62QCzczR3M.jpg,1931-08-01,FALSE,7.1,162,"10749, 18, 12","Romance, Drama, Adventure"
The Champ,1931,1930,1933,2,FALSE,/vT5TmlYo9Y16KGMx86bD3KLMIbL.jpg,42816,en,The Champ,A broken-down alcoholic prizefighter struggles to keep custody of his adoring son.,1.978,/5miye3zystUco0k4WtN5cKoKJB.jpg,1931-11-21,FALSE,7.1,56,"18, 10751","Drama, Family"
The Criminal Code,1931,1930,1931,0,FALSE,/4kcUGPbSZZvvTjve3DrJo3erzFT.jpg,42815,en,The Criminal Code,"After young Robert Graham commits a murder while drunk and defending his girlfriend, he is prosecuted by ambitious Mark Brady and sentenced to 10 years. Six years later, Brady becomes the prison warden and offers the beleaguered Robert a job as his chauffeur. Robert cleans up his act, but, on the eve of his pardon, his cellmate drags him back into the world of violence, and he faces a difficult choice that could return him to prison.",0.989,/8avwFTJH1YCEkX4XhAKQkphtw4q.jpg,1931-01-03,FALSE,6.1,28,"80, 18","Crime, Drama"
The Front Page,1931,1930,1931,0,FALSE,/oXKzUfG4HPl1e3b87eFWV8Lr07a.jpg,42814,en,The Front Page,"Hildy Johnson is an investigative reporter looking for a bigger paycheck. When an accused murderer escapes from custody, Hildy sees an opportunity for the story of a lifetime. But when he finds the criminal, he learns that the man may not be guilty. With the help of his editor, Hildy attempts to hide the convict, uncover the conspiracy and write the scoop of his career.",2.437,/ifV0m0RRPAkchL5gS4MOLoWPBjN.jpg,1931-04-04,FALSE,6.565,69,"35, 80, 18, 10749","Comedy, Crime, Drama, Romance"
